,0
FBI_12,"{'person': ['walter smith', 'al quso', 'harrah'], 'location': ['kansas city', 'missouri', 'kansas city', 'chicago', 'kansas city', 'kansas city'], 'date': ['2111', '22 december, 2003'], 'organization': ['fbi']}"
FBI_13,decemb two men arrest robberi attempt firsttex bank fielder rd arlington texa two men wear ski mask apprehend arlington polic fled bank men identifi saeed al nami riyad al taifi live robinson rd apart grand prairi texa one texa driver licens forg neither could produc passport kind said enter usa mexico presidio texa come mexico way central america columbia spoke perfect english unemploy time investig resid reveal money bag identifi belong sever bank dalla area total amount bag amount addit small arm variou sort literatur concern jihad activ rent apart woman name ruth tucker said live apart three month never caus troubl paid rent time also said told student univers texa arlington one item mail discov apart letter written arab person name doman gave return address envelop columbia mo
FBI_13,"{'person': ['al nami', 'al taifi', 'ruth tucker', 'a. doman'], 'location': ['arlington', 'texas', 'arlington', 'texas', 'texas', 'mexico', 'texas', 'mexico', 'central america', 'columbia', 'dallas', 'arlington', 'columbia', 'mo..'], 'date': ['26 december, 2003 two', '2727', 'three months', '231 12th'], 'organization': ['the university of texas']}"
FBI_14,base inform wali shakur note fbi report novemb agent sent interview paulson clifton nj address given report interview inform obtain shakur background american citizen born new brunswick nj parent immigr pakistan shakur attend rutger univers two year drop order studi american univers beirut lebanon return usa shakur shown copi receiv either ahm doha abu ayyash novemb also ask messag refer shakur repli doha ayyash student univers missouri good friend father shakur know person shakur said father loan yet receiv payment loan shakur said request least half payment loan later receiv western union wire doha shakur said gave cash father ask father address shakur said father die januari shakur activ remain subject fbi investig
FBI_14,"{'person': ['clifton nj', 'shakur', 'shakur', 'shakur', 'shakur', 'shakur', 'shakur'], 'location': ['pakistan', 'beirut', 'lebanon', 'doha', 'doha', 'doha'], 'date': ['27 november, 2003', '1970', '1965', 'two years', '1990', '1993', '3 november, 2003', '2001', '2 january, 2004'], 'organization': ['fbi', 'the american university', 'the university of missouri', 'fbi']}"
FBI_15,jamal al shibh yemeni origin imam tawhid mosqu miami florida past ten year result recent report provid inform al shibh call jihad america surveil photograph februari univers miami campu coral gabl distribut literatur written arab variou locat known frequent islam student literatur describ well citi miami illustr america becom sink vice corrupt exampl provid easi avail sex drug miami area literatur also call immedi jihad action order prevent corrupt muslim america especi singl literatur tourist industri miami area
FBI_15,"{'person': ['al shibh', ""al shibh's""], 'location': ['miami', 'florida', 'america', 'miami illustrates', 'america', 'miami', 'america'], 'date': ['the past ten years', '2 february, 2004'], 'organization': []}"
FBI_16,updat surveil adnan hijazi check airlin reveal made three trip oversea last three month madrid spain decemb cairo egypt decemb pari franc januari
FBI_16,"{'person': ['adnan hijazi'], 'location': ['madrid', 'spain', 'cairo', 'egypt', 'paris', 'france'], 'date': ['the last three months', '2003', '2003', '2004'], 'organization': []}"
FBI_17,inform regard activ jamal al shibh observ distribut jihad literatur univers miami campu accompani person identifi muham dandani whose resid miami beach fl inform dandani
FBI_17,"{'person': ['al shibh.', 'muhammed dandani'], 'location': ['miami beach'], 'date': [], 'organization': ['the university of miami campus']}"
FBI_18,respons dia report march regard abdul al nami check made person name detroit area two person name detroit area one live fenkel live livernoi rd neither two person subject fbi investig past known fenkel resid employ comput scientist detroit util work seven year hold american passport give address live usa ten year resid livernoi rd histori teacher westfield high school ferndal area born usa saudi parent investig two person continu
FBI_18,"{'person': ['al nami'], 'location': ['detroit', 'detroit'], 'date': ['seven years', 'ten years', '1969'], 'organization': ['dia', 'fbi', 'detroit utilities co.']}"
FBI_19,inform regard saeed al nami riyad al taifi apprehend decemb robberi attempt arlington texa see fbi report januari individu saudi came bueno air argentina januari want polic bueno air role bomb jewish synagogu bueno air april escap apprehens went calamar columbia may known activ collabor eln januari came usa follow rout taken islam milit known come usa rout took calamar cartagena columbia boat guan cuba went boat guan cuba chetum mexico chetum travel mexico citi border town ojinaga smuggl presidio texa ojinaga suppli texa driver licens currenc person whose name said could rememb went bu stockton san antonio dalla area search apart robinson rd grand prairi texa reveal assort automat weapon address two men known associ god aryan militia texa men billi jack hawkin pipelin euless texa slade goodman rd houston texa
FBI_19,"{'person': ['al nami', 'al taifi', 'stockton', 'god'], 'location': ['arlington', 'texas', 'argentina', 'calamar', 'columbia', 'cuba', 'cuba', 'mexico', 'mexico city', 'texas', 'u.s.', 'san antonio', 'dallas', 'texas', 'texas', 'texas', 'houston', 'texas'], 'date': ['26 december, 2003', '2 january, 2004', 'january of 2001', 'april of 2002', 'may, 2002', 'january, 2003', '2727', '1212'], 'organization': ['fbi', ""texas driver's""]}"
FBI_20,inform abdul al nami work comput scientist detroit util see fbi report march nami came usa saudi arabia student visa attend univers michigan ann arbor earn comput scienc grant green card work detroit util appli citizenship grant april offici detroit util co say al nami splendid worker intim knowledg scada system instrument increas effici electr power distribut detroit area offici said took leav absenc januari visit famili riyadh
FBI_20,"{'person': ['abdul al nami', 'al nami'], 'location': ['saudi arabia', 'u.s.', 'detroit'], 'date': ['8, march', '2004', '1994', 'an ma 1996', '1997', '1999', 'april of 2000', ""six-months'"", 'january, 2001'], 'organization': ['the detroit utilities co.', 'fbi', 'the university of michigan', 'the detroit utilities co.', 'the detroit utilities']}"
FBI_21,receiv inform mi imad dahdah resid west end nassau bahama dahdah born syria came uk becam activ islam affair regularli attend baker mosqu obtain british citizenship travel british passport travel afghanistan suspect train al qaeda facil time dahdah return uk march left bahama june work auto repair shop minimum wage known receiv period fund account gulf shore bank tampa fl account fund drawn belong organ name middl eastern chariti
FBI_21,"{'person': [], 'location': ['bahamas', 'syria', 'uk', 'afghanistan', 'uk', 'gulf', 'tampa'], 'date': ['1964', '1994', '1998', '1999 - 2000', 'march of', '2000', 'june of 2000'], 'organization': []}"
FBI_22,inform receiv mi regard raeed beandali american citizen list al qaeda roster see cia report accord roster beandali sent afghanistan london decemb mi tell us man arrest london februari carri unregist british driver licens name licens reginald cooper address given licens lavend grove hackney london arrest cooper told polic constabl live alon old mum address inquiri made lavend grove reveal occupi sever men one identifi neighbor nice american call ralph bean assort materi construct explos devic found shed behind resid reginald cooper subsequ identifi mahmud egyptian live london year ask ralph bean found cooper al dahab would say went home check airlin reveal ralph bean travel american passport left london heathrow march detroit mi
FBI_22,"{'person': ['ralph bean', 'mahmud al-dahab', 'ralph bean', 'al dahab'], 'location': ['afghanistan', 'london', 'london', 'london', 'london', 'london', 'detroit'], 'date': ['2003', '12 december, 2002', '10 february, 2004', 'about 15 years', '16 march, 2004'], 'organization': ['al qaeda', 'cia', 'hackney']}"
FBI_23,bail bond compani bailout charlott nc forfeit bail bond guarante rifai qasim alia omar blake connect theft charg see fbi report octob bail bond compani investig fail locat four week turn matter fbi qasim associ muham mustafa close joint bank account carolina first bank octob fled toyota tercel nc licens toyota tercel bear licens number found abandon river roug park detroit mi decemb overlook initi examin vehicl detroit polic later found fbi investig slip paper phone number phone number list name abdul al nami resid fenkel detroit mi act inform obtain dia report march tap place phone may call place phone resid hay ave detroit caller said rifai togeth let know match play might take time get right field person receiv call say hope long side realli readi play investig went resid hay may found unoccupi neighbor said two middl eastern men occupi resid briefli move day earlier owner resid howard clark said evict two men fail pay rent two month clark know went
FBI_23,"{'person': ['charlotte nc', 'alias omar blakely', 'qasim', 'al nami', 'howard clark', 'clark'], 'location': ['detroit', 'detroit', 'detroit', 'detroit'], 'date': ['25 october', '2003', 'four weeks', '23 october, 2003', '1997', '1997', '15 december, 2003', '5 march, 2004', '15 may, 2004', '20 may, 2004', 'just a few days earlier', 'two months'], 'organization': ['fbi', 'fbi', 'toyota', 'toyota', 'fbi', 'dia']}"
FBI_24,inform avail oversea trip taken adnan hijazi madrid decemb stay catalan hotel attend textil convent cairo decemb stay luxor hotel stay cairo time made regular visit jewelri shop rams cairo pari franc januari stay hotel de mari attend daili meet pari offic oversea export inc
FBI_24,"{'person': ['adnan hijazi', 'marie'], 'location': ['madrid', 'cairo', 'cairo', 'cairo', 'paris', 'france', 'paris'], 'date': ['december, 2003', 'three-day', 'december, 2003', '2004', 'daily'], 'organization': []}"
FBI_25,fbi inform attend meet god aryan militia gam texa report record convers khalid shamrani see fbi report novemb three men two inform identifi billi jack hawkin slade goodman member gam third person inform could identifi middl eastern name haf half name given shamrani gist convers took place western motel rd houston action involv destruct activ houston area elsewher would place hold least sever month discuss apprehens militia member name walter smith anoth person name al quso kansa citi fear express action compromis
FBI_25,"{'person': ['god', 'billy jack hawkins', 'slade goodman', 'shamrani', 'walter smith', 'al quso'], 'location': ['texas', 'houston', 'houston', 'kansas city'], 'date': ['20 november, 2003', 'at least several months'], 'organization': ['fbi', 'fbi']}"
FBI_26,report concern result fbi interview two men apprehend carrizo spring tx august see uscbp report august men spoke perfect english cordial refus answer question ask repres attorney fingerprint held custodi examin document possess apprehend reveal letter written arab person name abdul nasser letter address person name ali letter simpli said go forth allah bless best student investig two men continu
FBI_26,"{'person': ['abdul nasser', 'ali al-omari'], 'location': ['carrizo springs'], 'date': ['3 august, 2004', '11 august, 2004'], 'organization': ['fbi']}"
FBI_27,report concern continu surveil activ adnan hijazi period august septemb hijazi made thirteen cash deposit person account jersey nation bank newark nj deposit total
FBI_27,"{'person': ['adnan hijazi'], 'location': ['newark'], 'date': ['the period 20 august to 18 september, 2004'], 'organization': ['the jersey national bank', 'nj']}"
FBI_28,inform request belgian intellig fbi septemb pieter doppl live hoveniersstraat antwerp belgium sent diamond adnan hijazi note uscbp report juli belgian intellig report doppl surveil fenc diamond obtain group mani associ islam ventur variou place africa appear doppl receiv raw diamond preciou stone tanzanit cut polish distribut doppl receiv fee servic sell stone send supplier specifi interrog doppl admit part scheme transfer fund milit islam group agre cooper investig list sever person addit hijazi sent polish diamond tanzanit one person name ramundo ortiz run busi panama citi panama said sent polish diamond ortiz septemb ask ident person request transact could say peshawar pakistan
FBI_28,"{'person': ['pieter dopple'], 'location': ['antwerp', 'belgium', 'africa', 'panama city', 'panama', 'pakistan'], 'date': ['1 september', '12 july, 2004', '25 september'], 'organization': ['fbi']}"
FBI_29,special alert concern assort vulner scada system supervisori control data acquisit system manag actual flow electr natur ga perform critic function varieti industri includ chemic process plant water purif system deliveri system manufactur system scada larg control maintain industri crucial oper scada wide avail internet unauthor access scada constant sourc concern scada could access home comput laptop special interest vulner associ trust insid
FBI_29,"{'person': [], 'location': ['scada', 'u.s.', 'scada', 'scada', 'scada'], 'date': [], 'organization': []}"
FBI_30,continu surveil adnan hijazi reveal septemb sent bank wire transfer account organ call american islam scholarship fund locat glade reston va
FBI_30,"{'person': ['adnan hijazi'], 'location': ['reston', 'va'], 'date': ['14 september, 2004', '1721'], 'organization': ['the american islamic scholarship fund']}"
FBI_31,act immedi respons fbi hq alert octob detroit offic began enhanc surveil four individu known windsor area might involv activ design disrupt scada system person satam alia ronald derwish tecumseh windsor ontario abdul al nami fenkel detroit rifai qasim address unknown raeed beandali alia ralph bean address unknown cooper rcmp request follow activ derwish investig went immedi al nami resid fenkel found home check employ detroit util reveal week vacat canada would back work octob employ detroit util strongli advis reveal al nami investig
FBI_31,"{'person': ['abdul al nami', 'rifai qasim', 'alias ralph bean', ""al nami's"", 'al nami'], 'location': ['scada', 'detroit', 'canada'], 'date': ['11 october, 2004', 'week', '20 october, 2004'], 'organization': ['fbi', 'the detroit office', 'detroit utilities co.', 'detroit utilities']}"
FBI_32,inform god aryan militia advis seen khalid shamrani nearli month effort contact home bellair texa unsuccess investig immedi went texeast petroleum shamrani employ offici compani said septemb shamrani request month leav absenc order return saudi arabia die mother shamrani place watch list subsequ check usci reveal one name shamrani left usa past month
FBI_32,"{'person': ['shamrani', 'shamrani', 'shamrani'], 'location': ['texas', 'saudi arabia'], 'date': ['nearly a month', '18 september, 2004', 'month', 'the past month'], 'organization': ['aryan militia']}"
FBI_33,investig resid pine bellair texa reveal receipt rental storag unit storeal rental facil bissonnet houston unit empti care examin reveal trace semtex owner storeal rental said renter unit told octob would need unit longer owner rememb four men use rental truck remov content storag unit next day
FBI_33,"{'person': [], 'location': ['texas', 'houston'], 'date': ['3236', '4618', '15 october, 2004', 'the next day'], 'organization': []}"
FBI_34,rcmp report us result investig activ satam alia ronald derwish tecumseh windsor ontario octob derwish approach offic place work canada eastern airlin windsor offic said derwish agre accompani rcmp main offic windsor interview derwish deni contact person marrakech morocco see nsa report juli also see dia report march said idea abdul shown photo derwish compani abdul al nami detroit juli derwish said never knew name abdul knew ali attend mosqu detroit subsequ investig derwish resid reveal assort copper tube copper wire batteri suppli convent explos compon electromagnet ic puls bomb derwish held custodi investig continu
FBI_34,"{'person': ['abdul al nami'], 'location': ['marrakech', 'morocco', 'detroit', 'detroit'], 'date': ['25 october', '1 july, 2003', '5 march', '2004', '18 july, 2004'], 'organization': ['canada eastern airlines', 'dia']}"
FBI_35,octob investig went offic american islam scholarship fund locat glade reston interview director fund man name abdul karim karim led initi discuss describ mani deserv student islam descent assist scholarship fund sinc begun karim first ask fund inde receiv scholarship donat made man name adnan hijazi septemb check record karim verifi receipt donat karim karim ask name person receiv money donat hijazi karim hesit first said everi receiv money donor identifi student scholarship money go happen case hijazi donat check record karim said hijazi stipul go one follow student wali shakur paulson clifton nj hamza al midhar pitkin brooklyn ny mounir mzoudi laurel md mamoun zammar charl potomac md said khadr broward fort lauderdal fl muham dandani miami beach fl karim said amount money sent person septemb final karim ask hijazi made donat fund past karim said recollect hijazi contribut scholarship fund two occas
FBI_35,"{'person': ['abdul karim', 'karim', 'karim', 'adnan hijazi', 'karim', 'hijazi', 'clifton', 'al midhar', 'mounir mzoudi', 'mamoun zammar', 'muhammed dandani', 'hijazi', 'karim', 'hijazi'], 'location': ['reston va', 'hijazi', 'brooklyn', 'st.', 'laurel', 'md', 'md', 'fort lauderdale', 'st.', 'miami beach'], 'date': ['29 october, 2004', '1721', '1991', '14 september, 2004', '1641', '2116 27th', '1621', '6132', '17 september, 2004', '1999', '2001'], 'organization': ['nj']}"
FBI_36,result investig abdul al nami detroit request al nami arriv detroit offic morn octob first ask associ satam alia ronald derwish windsor ontario al nami said friend attend mosqu detroit ask correspond anyon marrakech morocco repli never done ask ever met deal person name khale jehani see dia report march al nami repli never heard person ask natur work detroit util involv scada system al nami repli job make sure compani made full use oper characterist control data acquisit system ask ever access system home al nami repli demand job requir lot work home night weekend ask ever heard project call black ice said evid suppli variou commun receiv regard al nami warrant search resid approv court among item found resid document describ result black ice project design assess variou vulner associ scada system addit item associ construct also found al nami custodi investig proce
FBI_36,"{'person': ['abdul al nami', 'al nami', 'al nami', 'khaled jehani', 'al nami', 'al nami', 'al nami', 'al nami', 'al nami'], 'location': ['detroit', 'detroit', 'detroit', 'marrakech', 'morocco'], 'date': ['october, 2004', '5 march', '2004'], 'organization': ['dia', 'detroit utilities co.']}"
FBI_37,decemb offic receiv mail letter sign ramon letter mail post offic gulfgat houston carri return address letter said stain type foot mouth diseas texa cattlemen around victoria tx would first suffer note also said member farc travel cartagena columbia guan cuba chetum mexico piedra negra mexico victoria tx
FBI_37,"{'person': [], 'location': ['houston', 'texas', 'cartagena', 'cuba', 'mexico', 'negras', 'mexico'], 'date': ['1 december, 2004'], 'organization': []}"
FBI_38,decemb offic receiv letter person sign name juan letter return address mail post offic farmer branch tx like letter sent houston field offic one said type strain foot mouth diseas brought usa person travel cartagena columbia guan cuba ciudad madero mexico ciudad acuna mexico victoria tx letter close say strain fmd littl greet farc eln
FBI_38,"{'person': [], 'location': ['cartagena', 'cuba', 'mexico', 'mexico'], 'date': ['3 december, 2004'], 'organization': []}"
FBI_39,agent track domest websit note item post websit call govern secret websit post inform sourc claim item inform kept public us govern sourc never identifi websit decemb post follow item alway told secur germ lab storag area plum island long island total bs know fake id get plum island hard get also know decemb sampl strain foot mouth diseas quit easili stolen lab plum island long govern go keep us dark lack secur plum island safeti food suppli stake
FBI_39,"{'person': [], 'location': ['us'], 'date': ['6 december, 2004', '1 december, 2004'], 'organization': ['item:""we']}"
FBI_40,offici majest line tourist ship line report us observ made novemb one book agent said two men middl eastern name book two tour ship tour left month apart first tour aboard majest clipper left miami novemb nassau bahama return nassau miami novemb second tour would leav miami nassau decemb return nassau miami decemb two person book tour septemb said khadr muham dandani held passport book accommod majest clipper tour khadr dandani took first tour aboard second
FBI_40,"{'person': ['muhammed dandani', 'khadr', 'dandani'], 'location': ['miami', 'miami', 'miami', 'miami', 'u.s.'], 'date': ['29 november, 2004', 'just a month', '15 november, 2004', '21 november, 2004', '13 december, 2004', '19 december, 2004', '20 september, 2004'], 'organization': []}"
FBI_41,light inform fbi report decemb immedi check made cruis ship line see occurr doubl book middl eastern person posit repli obtain royal norwegian line new york citi sea air line baltimor md royal norwegian line report two men name wali shakur hamza al midhar septemb book accommod vike holiday left nyc novemb return nyc nassau novemb two men book accommod ship left nyc nassau decemb due arriv back nyc decemb cruis ship leav nassau decemb sea air line report follow inform two men name mounir mzoudi mamoun zammar septemb book two accommod caribbean queen first tour left baltimor freeport bahama novemb return baltimor novemb second tour caribbean queen left baltimor freeport decemb due arriv back baltimor decemb ship leav freeport decemb
FBI_41,"{'person': ['wali shakur', 'al midhar', 'mamoun zammar'], 'location': ['new york city', 'baltimore', 'md.'], 'date': ['13 december, 2004', '20 september, 2004', '14 november, 2004', '21 november, 2004', '12 december, 2004', '19 december, 2004', '18 december, 2004', '21 september, 2004', '7 november, 2004', '14 november, 2004', '12 december, 2004', '19 december, 2004', '17 december, 2004'], 'organization': ['fbi', 'royal norwegian']}"
